gender	parental level of education	test preparation course	reading score	writing score	study hours	extracurricular activities	sleep hours	internet usage	physical health	mental health
male	High School	incomplete	66	62	2.9928955243199797	Dance	5.682479672019534	None	Poor	Stressed
female	Associate’s Degree	completed	75	79	8.80750510433647	Drama	5.816519746915867	Research	Good	Stable
female	High School	incomplete	74	74	6.445299593691249	Dance	9.3268533702149	Social Media	Average	Stable
male	Bachelor’s Degree	completed	90	92	6.637518288969078	incomplete	9.209380624807064	Online Classes	Poor	Stressed
female	Associate’s Degree	completed	80	80	7.867805670528108	Sports	8.657329884970142	Streaming	Poor	Anxious
male	Bachelor’s Degree	incomplete	51	46	1.2893793436541856	incomplete	8.701275017921079	Online Classes	Poor	Anxious
male	Associate’s Degree	incomplete	43	45	1.9614600176530936	Dance	7.720238919959639	Research	Poor	Stressed
female	Master’s Degree	completed	100	100	7.992672500201211	incomplete	8.317133355601747	Gaming	Average	Anxious
female	Master’s Degree	completed	71	78	4.858955968967421	Dance	8.467164436513936	None	Poor	Anxious
male	Master’s Degree	incomplete	48	47	2.737193706174021	Debate	6.713016977005944	Gaming	Good	Stable
male	Bachelor’s Degree	incomplete	68	67	1.1690798112349188	Dance	7.235966787099466	Online Classes	Good	Stressed
male	High School	completed	75	70	4.831114102580991	Music	8.101942942771037	Social Media	Good	Anxious
male	Associate’s Degree	incomplete	96	92	6.8807573796726444	Drama	8.400852585761102	None	Poor	Anxious
female	Bachelor’s Degree	incomplete	62	56	5.631039383261252	incomplete	4.279751001905238	Gaming	Poor	Stressed
female	Associate’s Degree	completed	66	64	1.7957698193034866	Dance	8.873160753752146	Social Media	Average	Anxious
female	Bachelor’s Degree	incomplete	81	71	9.9723019704626	Dance	7.547683079278137	Online Classes	Good	Stable
male	Uneducated	completed	55	53	8.698638749010456	Music	9.968540506361457	Online Classes	Average	Stressed
male	Master’s Degree	completed	51	52	2.867201531256604	Debate	9.587937271644948	Gaming	Good	Stable
female	Some College	incomplete	91	89	1.212613188278424	Drama	7.516530566990936	Gaming	Poor	Stressed
female	Master’s Degree	completed	56	58	9.610819345490832	incomplete	8.908069542026723	None	Good	Stressed
female	Associate’s Degree	incomplete	61	68	8.297319395265289	Debate	5.8639458349354605	Gaming	Poor	Anxious
female	Some College	incomplete	97	96	3.975903337281408	Debate	7.3177081197094545	Research	Poor	Stressed
female	Associate’s Degree	incomplete	79	80	4.492782366370738	Music	4.668144860959895	Gaming	Good	Anxious
female	Associate’s Degree	incomplete	73	78	7.588067530306823	Dance	4.338723994254695	Streaming	Poor	Stressed
female	Some College	completed	75	80	9.69726908940746	Debate	6.831023682787932	None	Good	Stressed
female	Some College	incomplete	77	77	7.728988228421548	Sports	6.263756758543018	Online Classes	Poor	Stressed
female	Uneducated	incomplete	76	76	1.308671671589592	Debate	6.314630535067498	Social Media	Poor	Anxious
female	Uneducated	incomplete	73	73	0.6525123952012424	Music	9.850943543536411	Social Media	Poor	Stressed
female	High School	incomplete	63	62	8.18639837477706	Sports	7.6293047375466365	None	Good	Stable
female	High School	incomplete	64	65	5.45141030379341	Music	4.796087134359678	Research	Poor	Stable
female	Bachelor’s Degree	incomplete	66	65	3.434534068361319	Art	9.738969147235563	Research	Good	Stable
male	Uneducated	incomplete	57	54	4.693376509304187	Music	5.828703043828772	Research	Average	Stressed
male	Some College	incomplete	62	50	0.0935210276373821	Debate	8.991187007646577	Research	Poor	Stable
male	High School	incomplete	68	64	8.351157427098657	Art	7.922613264687767	Gaming	Poor	Stressed
female	Master’s Degree	incomplete	76	73	5.427857686646947	Art	7.164191231342747	Gaming	Average	Stressed
female	Associate’s Degree	completed	100	99	9.19827338994162	Music	5.060245964582832	Online Classes	Good	Anxious
female	Some College	completed	79	72	8.789870050558836	Sports	5.072265980602687	Online Classes	Average	Stressed
male	Uneducated	incomplete	24	15	2.3503866061240486	Dance	7.325386333243419	Research	Average	Stressed
male	Some College	incomplete	54	48	9.303680961955116	Sports	9.750927367286344	Social Media	Good	Anxious
female	Master’s Degree	incomplete	77	73	3.542883022494533	Music	6.866043303253893	Research	Poor	Stable
female	Uneducated	incomplete	82	81	1.1913708277524615	Music	4.256307370505385	Gaming	Good	Anxious
female	Some College	incomplete	60	63	5.103939374789384	Music	5.810395675703473	Streaming	Poor	Stressed
female	Uneducated	incomplete	29	30	9.070030319133256	incomplete	6.809580403452595	Online Classes	Poor	Stable
female	Some College	incomplete	78	80	6.540850989065784	Art	4.151367911271528	Streaming	Average	Stable
male	High School	incomplete	57	51	8.22003206534301	Sports	8.464150868893965	Streaming	Average	Stable
male	Associate’s Degree	completed	89	90	1.263386910747285	Sports	7.342422272591895	Social Media	Average	Anxious
male	Some College	incomplete	72	62	7.423351250591256	Dance	6.303167452379014	Streaming	Poor	Anxious
female	Uneducated	incomplete	84	82	9.135602069952014	incomplete	6.884583704301558	Social Media	Poor	Stable
female	Uneducated	incomplete	58	54	5.637730157886763	Debate	9.771775345665043	Streaming	Average	Stable
female	Bachelor’s Degree	incomplete	64	62	1.2894231840638193	Art	8.577053910355355	Research	Poor	Stable
female	Bachelor’s Degree	incomplete	63	65	8.722579169579618	Drama	9.431778140227314	Streaming	Average	Stable
male	Some College	completed	60	63	5.445668773593822	Dance	7.845638711137304	Gaming	Good	Anxious
female	Master’s Degree	incomplete	59	66	6.99923573594147	Music	4.9095185502099445	None	Average	Stable
male	Associate’s Degree	completed	90	91	1.872965659987038	Debate	9.587350627539385	Gaming	Poor	Stressed
female	High School	incomplete	77	74	4.339346752627399	incomplete	6.8332136536342665	None	Average	Stressed
female	High School	incomplete	93	93	6.681846687689297	Dance	4.098414889960226	Streaming	Average	Stressed
female	Some College	incomplete	68	72	0.3799014703856362	Debate	9.650763801844333	Streaming	Good	Anxious
female	Some College	incomplete	45	38	0.7649556642789312	Dance	6.2843442846809126	Gaming	Poor	Stressed
male	Uneducated	incomplete	78	83	6.665683168420937	Sports	7.173653206179706	Streaming	Good	Stressed
male	High School	incomplete	81	84	8.525640426806815	Debate	5.1070091122781305	Research	Average	Stressed
male	Uneducated	completed	73	68	2.8006762331099297	Sports	6.091309955663656	Streaming	Good	Anxious
female	Bachelor’s Degree	incomplete	61	54	2.644481425088425	incomplete	4.665760715717139	Online Classes	Poor	Stressed
male	Bachelor’s Degree	incomplete	63	56	2.8220772468378383	Debate	4.8490943022028	Streaming	Good	Anxious
male	Master’s Degree	completed	51	52	6.491610994700379	Dance	9.79857008732182	Gaming	Average	Stressed
male	Some College	completed	96	86	6.700431935763618	Drama	9.274174403110775	Social Media	Good	Stressed
female	Some College	incomplete	58	62	6.530230631685303	Art	9.839587769124623	Research	Good	Anxious
male	Uneducated	completed	97	99	7.276399339488851	Dance	9.156840413408304	Online Classes	Poor	Anxious
male	Uneducated	completed	70	63	4.148458082531703	Debate	9.779359985954814	Gaming	Poor	Stable
male	Uneducated	incomplete	48	46	6.561104200474669	Debate	4.461937682208411	Streaming	Poor	Stressed
male	Associate’s Degree	incomplete	57	46	9.828646069916235	incomplete	8.692944172856404	Gaming	Average	Stressed
female	High School	completed	51	55	9.222385109610215	Sports	4.144893327189459	None	Poor	Anxious
male	Associate’s Degree	incomplete	64	70	9.946850960899594	Sports	9.664090353987728	None	Poor	Stable
male	Associate’s Degree	incomplete	60	65	3.2084456118748808	incomplete	4.6480923099346825	None	Average	Stressed
female	Associate’s Degree	completed	74	81	4.01581066094534	Sports	6.134736146051312	None	Good	Anxious
female	Uneducated	incomplete	88	85	0.3810032402955943	Art	9.460520739172836	Online Classes	Good	Stable
male	High School	incomplete	84	80	7.599742181542619	Debate	8.90202109471663	Gaming	Good	Stable
male	High School	incomplete	74	64	7.3775775102615455	Music	6.013344826801058	Social Media	Average	Stressed
female	Master’s Degree	completed	80	81	7.353534791249468	Music	5.402511945463981	Research	Poor	Stable
female	High School	completed	92	88	8.690002850976837	Debate	8.434747282035895	Research	Good	Stable
male	Associate’s Degree	incomplete	76	74	1.5041301968538157	Art	7.197106292519528	Social Media	Good	Stable
female	Uneducated	incomplete	74	73	6.325537743255793	Drama	5.483876129074295	Gaming	Good	Stressed
male	Uneducated	incomplete	52	51	9.827809874241495	Music	9.52957824617259	Social Media	Average	Stable
female	Associate’s Degree	completed	88	90	3.831909162390783	Sports	9.78687025551108	Gaming	Average	Anxious
female	Master’s Degree	incomplete	81	79	2.3457915011569987	Art	7.613012845337974	Online Classes	Poor	Stressed
female	Bachelor’s Degree	completed	79	80	2.5873064332868467	Sports	7.627180681110966	Online Classes	Average	Anxious
male	Bachelor’s Degree	incomplete	65	60	9.80499558221125	Debate	5.992221022363466	Online Classes	Average	Stressed
female	Uneducated	completed	81	81	8.802216043159506	Music	5.121423492515058	Streaming	Poor	Stable
female	Associate’s Degree	incomplete	70	65	7.088987855722708	incomplete	6.808818693435534	None	Good	Stable
female	Bachelor’s Degree	incomplete	62	68	1.9747724707376455	Sports	6.541976365878895	Research	Good	Stressed
female	Associate’s Degree	incomplete	53	55	6.310975437884081	incomplete	8.666571776670569	Gaming	Average	Stressed
female	Bachelor’s Degree	completed	79	81	7.651125865071259	Sports	6.894086682191786	Research	Poor	Stable
male	Bachelor’s Degree	completed	56	53	0.9644793166103603	incomplete	9.859080817745909	Online Classes	Good	Stressed
female	Bachelor’s Degree	completed	80	76	6.539456322158505	incomplete	8.797489526263007	Social Media	Good	Stable
female	High School	completed	86	98	4.363544446963308	Art	9.090034473420408	Research	Average	Stable
female	Uneducated	completed	70	74	9.086247446291276	Dance	6.646541003739706	Streaming	Good	Anxious
female	Uneducated	incomplete	79	79	4.760583474157794	incomplete	6.911476223879062	Streaming	Poor	Stressed
female	Associate’s Degree	incomplete	67	67	0.7059533147925401	Drama	5.709835102189948	None	Good	Anxious
male	Master’s Degree	incomplete	67	64	0.6382466706682077	incomplete	7.424862166685882	Gaming	Poor	Stressed
male	Some College	incomplete	66	61	9.974686040292134	incomplete	6.863373789125909	Gaming	Average	Stable
female	High School	incomplete	60	58	9.157018097833168	Drama	5.699954742771558	Streaming	Poor	Stable
male	Associate’s Degree	incomplete	87	85	3.73992287224582	Drama	4.42592176035155	Online Classes	Good	Anxious
male	Bachelor’s Degree	incomplete	77	73	6.310712727241102	Art	4.399298018984109	Online Classes	Average	Stable
male	Master’s Degree	incomplete	66	63	8.681902010741586	Drama	6.358115865305908	Streaming	Average	Anxious
female	Associate’s Degree	incomplete	71	69	8.235527884414232	Sports	8.389248824738617	Streaming	Good	Stable
female	Associate’s Degree	incomplete	69	67	6.782868761238196	Music	6.820451526162263	Streaming	Poor	Anxious
male	Associate’s Degree	incomplete	63	63	7.224695931369198	Debate	8.926299997368933	Research	Poor	Stable
female	Associate’s Degree	completed	60	60	0.208633523640721	Sports	7.216707562885401	Social Media	Good	Stressed
female	Some College	completed	73	71	0.0881673616901279	Art	5.423665254916825	Streaming	Good	Anxious
female	Some College	incomplete	85	87	9.476607216938248	Art	8.694554959742065	None	Average	Anxious
male	Master’s Degree	incomplete	74	61	6.677298272311831	Drama	9.037292269806631	Streaming	Poor	Stable
male	Some College	completed	72	77	7.850481217107868	Sports	7.891564474590601	Gaming	Poor	Anxious
female	Associate’s Degree	incomplete	76	68	3.4692482196229344	Drama	6.884232295483582	Gaming	Poor	Anxious
male	Some College	incomplete	57	50	8.39513726341549	Drama	5.843585905678332	Gaming	Poor	Stable
female	Uneducated	incomplete	78	76	6.485381127491206	Sports	7.347898347543641	Gaming	Average	Anxious
female	High School	completed	84	84	1.9789671066382253	Sports	6.307711150526074	Social Media	Average	Stable
female	Some College	completed	77	78	0.1053333029278069	Music	7.787604024741229	Gaming	Poor	Stable
female	Some College	completed	64	66	0.1394507003864831	Art	6.664622370320641	Social Media	Poor	Anxious
female	Associate’s Degree	completed	78	76	1.432570512256056	Drama	6.581440394673415	Gaming	Poor	Stable
female	Master’s Degree	completed	82	76	9.182284713044789	Dance	8.760135264128543	Research	Poor	Anxious
male	Uneducated	incomplete	75	78	8.405712925447169	Drama	4.797458020756204	Streaming	Average	Stressed
male	Bachelor’s Degree	incomplete	61	60	0.0939430912878425	Drama	4.4418503461592405	None	Average	Stable
female	Some College	incomplete	72	74	4.60833860710799	Debate	9.833615263478748	Online Classes	Poor	Anxious
male	Master’s Degree	incomplete	68	60	1.9163438361712597	Sports	8.973770410685026	Gaming	Poor	Anxious
male	Master’s Degree	incomplete	55	54	3.9364802437930138	Art	7.200558475015675	Social Media	Average	Anxious
female	Some College	completed	40	44	3.8135045233937817	Dance	9.392264430370323	Online Classes	Poor	Stable
male	Uneducated	completed	66	68	2.4362867480958084	Drama	6.910769662472754	Social Media	Good	Anxious
female	Uneducated	completed	99	100	8.143080295632835	Music	7.080275842696139	Research	Average	Stable
male	Uneducated	completed	75	68	5.622426025988184	Dance	8.107579906517806	None	Good	Anxious
male	Associate’s Degree	incomplete	78	73	3.8117847317653775	incomplete	8.462488108377428	None	Good	Stressed
male	Some College	incomplete	58	44	2.733148680175597	incomplete	9.75563572997562	None	Average	Anxious
male	Bachelor’s Degree	incomplete	90	83	1.5217547369580275	Dance	4.34721923279431	Social Media	Average	Stable
female	High School	incomplete	53	53	6.851984053171732	Sports	9.727888849093103	Social Media	Good	Stable
female	Associate’s Degree	incomplete	76	78	6.487480097065853	Sports	4.875996529122939	None	Good	Anxious
female	Bachelor’s Degree	completed	74	81	0.3274873599247185	incomplete	4.571785155080005	Research	Good	Stressed
female	High School	incomplete	77	73	0.4096542401350667	Sports	9.526105278894864	Online Classes	Average	Stressed
female	Uneducated	incomplete	63	56	8.225748502607214	Music	5.957038125964557	Research	Poor	Stable
female	Master’s Degree	incomplete	89	86	8.388771175833384	Debate	8.774689462196244	Gaming	Average	Anxious
female	Associate’s Degree	completed	82	90	2.5520417823574304	Art	6.455616189442165	Gaming	Good	Anxious
female	Uneducated	incomplete	72	70	4.187795641495136	Debate	9.63629965485237	Social Media	Good	Stressed
female	High School	completed	78	79	1.9631780263689924	Art	9.30129248541484	Research	Average	Stressed
male	Uneducated	incomplete	66	59	4.388060346760475	Drama	8.322403347517952	Social Media	Average	Stressed
female	Master’s Degree	completed	81	82	9.288025125169725	Art	7.432346018059259	Online Classes	Average	Anxious
female	Associate’s Degree	incomplete	67	72	8.60599340942197	Drama	4.859683037525386	Streaming	Average	Stable
male	Associate’s Degree	completed	84	87	2.650078821677094	Music	8.106378510565612	Research	Poor	Anxious
female	Bachelor’s Degree	incomplete	64	67	8.987061760020316	Sports	9.946108967785657	Gaming	Average	Stressed
female	Master’s Degree	completed	63	64	2.40364919280333	Sports	7.210560712187879	None	Poor	Stable
male	High School	incomplete	72	65	0.2287762252859715	incomplete	4.245218902814859	Online Classes	Good	Stable
male	Associate’s Degree	incomplete	34	36	8.277650752163497	Music	7.07497481512991	Social Media	Average	Stable
male	Uneducated	incomplete	59	52	7.4837835480584385	Sports	9.719892082714612	Online Classes	Average	Anxious
male	Some College	incomplete	87	79	3.105560029353139	Art	9.313585805921416	Online Classes	Average	Stressed
female	Some College	completed	61	58	6.753286056037582	incomplete	5.082942820045465	None	Average	Anxious
male	Bachelor’s Degree	completed	84	90	3.892165772387653	Sports	7.553167882360006	None	Poor	Anxious
female	High School	completed	85	85	4.697225191997197	Debate	5.612631323148873	Social Media	Good	Stressed
female	Bachelor’s Degree	incomplete	100	99	1.4688151878593891	Art	7.318419396456872	Social Media	Poor	Stable
male	High School	incomplete	81	84	2.998031318352578	Art	9.98965041437328	Streaming	Average	Stable
female	Master’s Degree	completed	70	74	0.5533034883314158	Art	4.365986909330214	Gaming	Average	Anxious
female	Uneducated	completed	94	87	3.3706002731251994	Debate	5.597519498955798	None	Poor	Stressed
male	Bachelor’s Degree	completed	78	72	6.135477472181034	Music	9.426154860076776	Online Classes	Average	Stressed
female	High School	completed	96	99	7.049815663623061	Music	8.797577331343886	Streaming	Average	Stressed
female	Bachelor’s Degree	incomplete	76	74	5.324366049901994	Sports	5.885904822165709	Online Classes	Good	Stressed
male	Uneducated	completed	73	80	7.689059377055348	Dance	6.679680328445352	None	Average	Stressed
female	Master’s Degree	incomplete	72	70	0.0312155084026477	Debate	5.704176557302592	None	Average	Anxious
male	Uneducated	completed	59	59	0.5195619446967692	Dance	6.122538664041286	Social Media	Average	Stressed
female	Master’s Degree	completed	90	88	3.3486536832503813	Drama	5.247057358160425	Online Classes	Good	Stable
male	Bachelor’s Degree	incomplete	48	42	6.796987256833097	incomplete	6.996585645477534	Research	Poor	Stressed
male	Uneducated	incomplete	43	41	1.5424165074621454	incomplete	8.176125703195954	Research	Good	Stressed
male	High School	completed	74	71	2.8282874130460103	Drama	6.657024301355795	Gaming	Poor	Anxious
female	Master’s Degree	completed	75	77	2.656324066875712	Music	6.786463911000869	None	Good	Stable
male	High School	completed	51	57	1.7162741086489963	Art	7.505981568874153	None	Poor	Stressed
female	Master’s Degree	incomplete	92	84	6.172700820987833	Sports	9.203429232693347	Research	Average	Stable
male	Bachelor’s Degree	incomplete	39	37	1.2458677240399263	Dance	5.478888427954557	Online Classes	Poor	Stressed
female	Associate’s Degree	completed	77	80	0.082098768442399	Art	5.723628091090283	None	Average	Anxious
male	High School	incomplete	46	43	9.313038971343133	Sports	5.02716145939362	Online Classes	Poor	Stable
female	Master’s Degree	completed	89	94	3.094658448868073	Dance	4.322568631324563	None	Good	Stressed
male	Bachelor’s Degree	incomplete	47	44	7.821783662946736	Dance	9.998464014407524	Social Media	Average	Stressed
female	Bachelor’s Degree	incomplete	58	57	3.267163822590617	Music	6.613697466567193	Gaming	Poor	Stressed
male	Master’s Degree	incomplete	57	59	3.260596697818021	Dance	8.09810531914546	Social Media	Average	Stable
male	Some College	incomplete	79	84	2.4239849856272966	Debate	7.19791259123602	Research	Poor	Stable
female	Associate’s Degree	completed	66	73	3.699864371837716	Debate	5.262525675784615	Research	Average	Anxious
male	High School	incomplete	71	73	8.516328464079082	Dance	7.019517401315094	Social Media	Average	Stressed
male	Some College	incomplete	60	55	9.829993001794335	incomplete	8.744374545279856	None	Good	Stressed
male	Some College	incomplete	73	72	7.437554172656656	Debate	6.93857099625503	Research	Average	Stressed
female	Master’s Degree	incomplete	57	56	0.5658554449654529	Music	7.466693315951941	None	Average	Stable
female	Some College	incomplete	84	82	0.7335174499944308	Art	4.193245756808864	Gaming	Poor	Anxious
female	Some College	completed	73	72	8.19470088516765	incomplete	9.128571819461708	Research	Average	Stable
male	Bachelor’s Degree	incomplete	55	47	1.733688441946698	Debate	8.945728315810605	Streaming	Poor	Stressed
male	Master’s Degree	incomplete	79	74	0.9420765122322372	Debate	6.842935649030583	Online Classes	Good	Stable
male	Associate’s Degree	incomplete	75	71	5.53205429287078	Debate	6.199035309199325	Streaming	Good	Anxious
male	Uneducated	incomplete	64	68	7.591341745317903	Music	9.383262675474924	Research	Good	Stable
female	Bachelor’s Degree	incomplete	60	59	8.789310837327978	Debate	9.507091736550615	Gaming	Good	Anxious
male	Uneducated	completed	84	86	7.608707639622773	Drama	7.633185251735002	Research	Good	Anxious
male	High School	completed	69	68	4.257841142904333	Music	4.722662141389854	Online Classes	Good	Stable
male	High School	incomplete	72	65	9.24645186991972	Music	4.1509114946974295	Gaming	Good	Stable
male	Uneducated	completed	77	75	5.233078958555022	Dance	8.693186182163071	None	Poor	Stable
female	Master’s Degree	completed	90	85	5.385915056407004	Art	5.977079877599638	Online Classes	Average	Stable
male	Uneducated	incomplete	55	53	0.671395213428404	Art	8.837460247925403	Online Classes	Average	Anxious
female	Uneducated	incomplete	95	92	6.10195822672917	Dance	6.766458003395195	Online Classes	Average	Stressed
male	Associate’s Degree	incomplete	58	52	8.120665154335754	incomplete	4.501694263899905	Streaming	Average	Anxious
male	Associate’s Degree	completed	68	72	2.141784018652675	Sports	4.868098492140684	Social Media	Average	Stressed
female	Master’s Degree	completed	59	65	4.130266970020684	Dance	9.805829407506328	None	Good	Anxious
male	Master’s Degree	completed	77	77	3.4123390214609706	Art	5.581468344693665	Streaming	Poor	Stressed
female	Master’s Degree	incomplete	72	64	6.2887177384131565	Art	6.681561915201457	Online Classes	Poor	Stressed
female	Associate’s Degree	incomplete	58	54	5.241670566488544	Sports	5.686047862940258	Gaming	Average	Stable
male	Master’s Degree	completed	81	86	8.126529655458597	Music	6.896652251301081	Gaming	Good	Anxious
female	High School	incomplete	62	63	9.09712805873921	Art	6.807573198706194	Online Classes	Poor	Stressed
male	Some College	incomplete	63	59	4.852777310270038	incomplete	6.50539472456954	None	Poor	Stressed
female	Bachelor’s Degree	incomplete	72	72	1.6808050911834491	Music	6.935982565867335	Social Media	Good	Anxious
female	Master’s Degree	completed	75	77	8.708955372886324	Drama	9.40867637359174	Social Media	Average	Stressed
male	High School	completed	62	60	9.351042145887376	Music	7.655537304747612	Streaming	Average	Stable
female	Associate’s Degree	incomplete	71	75	6.649300749781664	Dance	7.08209446261212	None	Good	Stressed
male	Master’s Degree	incomplete	60	57	5.406051331005234	Music	4.765707859621221	None	Average	Anxious
male	High School	incomplete	48	49	1.3367721617400463	Music	4.223520124231202	None	Poor	Stressed
male	Associate’s Degree	incomplete	73	74	9.852817446002543	Art	9.380684025194576	Gaming	Good	Stressed
female	Master’s Degree	completed	67	72	4.318311915369617	Dance	4.739480798168963	Social Media	Good	Anxious
female	Uneducated	incomplete	78	79	5.748989036112798	Dance	5.1745279328078695	Online Classes	Good	Stable
male	Bachelor’s Degree	incomplete	65	60	3.9324837248878297	Sports	6.529160938771558	Social Media	Poor	Stable
female	Associate’s Degree	incomplete	58	55	0.3942173251434711	incomplete	7.0342144896069625	Streaming	Good	Stable
female	High School	incomplete	72	70	7.008319574304974	Debate	7.853097733494454	None	Average	Stable
female	Bachelor’s Degree	incomplete	44	43	4.337342923948792	Dance	4.781676145718043	None	Poor	Stable
female	Associate’s Degree	completed	79	82	6.449983320473452	Music	7.85363538720183	Online Classes	Poor	Stressed
male	High School	completed	85	82	3.0515944363538083	Drama	6.147970094758427	None	Good	Anxious
female	Some College	incomplete	56	57	8.863541815252157	Drama	5.423528981505781	Streaming	Good	Stable
female	High School	incomplete	90	84	5.950385148935426	Sports	5.281679556845662	None	Poor	Stressed
female	Master’s Degree	completed	85	82	7.753735807392383	Drama	9.853920297972676	Streaming	Poor	Anxious
female	Some College	completed	59	62	8.924051703954866	Sports	7.347443303070827	Streaming	Average	Stressed
male	High School	completed	81	79	5.723671642763377	Sports	9.224280864475812	Online Classes	Poor	Stable
female	Some College	completed	51	44	9.950979511741076	Art	4.038163749895403	Social Media	Average	Anxious
female	Some College	incomplete	79	77	4.732654840319174	Art	8.767555343830178	Social Media	Good	Stressed
female	Bachelor’s Degree	incomplete	38	32	1.9217689254116344	Debate	7.137289535132337	Research	Average	Stable
male	Associate’s Degree	incomplete	65	61	4.362569485644364	incomplete	9.210040448563484	Research	Average	Anxious
female	High School	incomplete	65	61	2.267460821423266	Dance	4.495076117340798	Streaming	Poor	Anxious
female	Master’s Degree	incomplete	62	60	9.74597638522642	Sports	9.238475860736882	Research	Average	Stressed
female	Master’s Degree	incomplete	66	70	1.576888330095354	incomplete	8.685158564238815	Online Classes	Average	Anxious
male	Master’s Degree	incomplete	74	69	8.599051263020437	incomplete	9.530249029805828	Social Media	Good	Stable
male	Some College	completed	84	77	2.3213330474232343	Music	4.393251683035444	None	Average	Stressed
female	Some College	incomplete	52	51	3.593228967421357	Dance	8.60472585333915	Research	Good	Stable
female	Bachelor’s Degree	completed	68	73	7.601094059311433	Debate	7.034816527234921	Streaming	Average	Anxious
male	Bachelor’s Degree	incomplete	70	70	3.5227594206803814	Music	7.91840448373164	None	Average	Stressed
female	Some College	incomplete	84	81	5.488385923369194	Music	7.271911358759237	None	Poor	Stable
male	High School	incomplete	60	54	7.652843546924882	Art	8.02645034444885	Online Classes	Average	Stressed
female	Bachelor’s Degree	incomplete	55	57	8.386394208681075	Music	6.268654312519062	Online Classes	Good	Anxious
male	High School	completed	73	68	3.321696629050731	Music	8.680292660958655	Gaming	Average	Stable
male	Uneducated	completed	80	73	5.173706666019489	Dance	9.7442515454172	Social Media	Average	Anxious
female	Master’s Degree	incomplete	94	95	6.236864453656427	Sports	6.689286276904431	Social Media	Average	Stable
female	High School	incomplete	85	87	9.1732283168853	Dance	9.117735179387896	Online Classes	Average	Stressed
female	High School	incomplete	76	78	3.9984902485064335	Drama	6.071301131771453	Social Media	Average	Anxious
male	Uneducated	incomplete	81	74	7.599097203085056	Debate	8.69105373721905	Social Media	Poor	Anxious
female	Uneducated	incomplete	74	75	9.454339805303322	Debate	6.560331740480194	Online Classes	Good	Anxious
female	Master’s Degree	incomplete	45	40	7.946214633152252	Drama	4.761853464496902	None	Good	Stressed
male	Bachelor’s Degree	incomplete	75	69	2.043858815720437	Music	7.889719033095105	Online Classes	Average	Anxious
male	Uneducated	incomplete	54	51	6.360419646117025	incomplete	8.68483565063814	Gaming	Poor	Anxious
male	Bachelor’s Degree	incomplete	31	36	7.363947841747817	Debate	7.341541274689753	Social Media	Average	Stable
male	Master’s Degree	incomplete	47	49	8.759909459255837	Art	7.832072453560107	Research	Average	Stressed
female	Master’s Degree	completed	64	67	2.202216368080178	Sports	6.757461161307045	Online Classes	Average	Anxious
male	High School	completed	84	76	7.26500185692246	Dance	9.345879798943512	Streaming	Poor	Anxious
female	Associate’s Degree	incomplete	80	83	5.640656233045064	incomplete	4.059634621747966	Online Classes	Average	Anxious
male	Bachelor’s Degree	completed	86	87	7.062813284033108	Dance	5.500187531248603	Research	Poor	Stressed
female	Master’s Degree	incomplete	59	64	8.479321005549968	Music	4.96100150855406	Streaming	Good	Stressed
male	Master’s Degree	completed	70	76	1.4214440724012534	incomplete	5.625170994872615	Gaming	Average	Anxious
female	Bachelor’s Degree	incomplete	72	68	9.10752319247065	Drama	7.715728491648013	Social Media	Poor	Anxious
female	Master’s Degree	incomplete	91	88	2.753392049511288	Sports	7.316039078894425	None	Average	Stressed
female	Master’s Degree	completed	90	92	9.25486702855294	Debate	4.303082715273227	Online Classes	Poor	Anxious
female	Master’s Degree	incomplete	90	93	1.4171020167596526	incomplete	4.356985860139614	Research	Good	Anxious
male	Uneducated	completed	52	51	9.945930281138466	Music	7.1609477257756895	Research	Average	Stressed
female	Associate’s Degree	incomplete	87	82	4.325426657210669	Debate	6.196913170018823	None	Poor	Stable
female	Some College	incomplete	58	52	2.5722795834305345	Sports	5.414317522847043	Gaming	Poor	Anxious
male	Some College	incomplete	67	58	3.818911269631205	Debate	6.487511884301942	Gaming	Good	Anxious
female	Master’s Degree	completed	68	70	8.0929779211508	Dance	9.813549495414088	Gaming	Average	Anxious
female	Uneducated	incomplete	69	76	3.185084606847611	Debate	5.112072209286688	None	Poor	Stressed
female	High School	completed	86	81	0.5938293702802333	Debate	4.77235186507524	Research	Poor	Stressed
male	Bachelor’s Degree	incomplete	54	53	6.099980830038513	Sports	7.002684439590115	Gaming	Average	Stable
female	Bachelor’s Degree	incomplete	60	57	8.621215234855159	incomplete	6.615528289149234	Online Classes	Poor	Stressed
female	Uneducated	completed	86	89	2.9014887686734947	Debate	5.137299426814005	None	Average	Anxious
male	High School	incomplete	60	58	9.884099182723562	Drama	5.312082647735975	Online Classes	Poor	Anxious
female	Uneducated	completed	82	89	4.660192792653516	Drama	6.113541957219391	None	Good	Anxious
male	Associate’s Degree	incomplete	50	45	4.216430378866828	Art	7.561405439029759	Gaming	Good	Stressed
female	Some College	completed	64	74	3.333852134668198	Music	9.471222870792356	None	Good	Stable
male	Master’s Degree	incomplete	64	57	0.5187962970917814	incomplete	6.2716710683198444	Online Classes	Poor	Stressed
female	Some College	completed	82	79	4.604659841492143	Art	4.79461836978652	Online Classes	Good	Stable
male	Master’s Degree	completed	57	53	4.591110873379968	incomplete	9.8185172762243	Gaming	Average	Stressed
